0.000000,0.000000
0.085749,0.051450
0.171499,0.102899
0.257248,0.154349
0.342997,0.205798
0.428746,0.257248
0.514496,0.308697
0.600245,0.360147
0.685994,0.411597
0.771744,0.463046
0.857493,0.514496
0.943242,0.565945
0.943242,0.465945
0.943242,0.365945
0.943242,0.265945
0.943242,0.165945
0.943242,0.065945
0.943242,-0.034055
0.994692,-0.119804
1.094594,-0.124230
1.194594,-0.124230
1.294594,-0.124230
1.394594,-0.124230
1.494594,-0.124230
1.594594,-0.124230
1.694594,-0.124230
1.794594,-0.124230
1.894594,-0.124230
1.994594,-0.124230
2.094594,-0.124230
2.194594,-0.124230
2.294594,-0.124230
2.394594,-0.124230
2.494594,-0.124230
2.594594,-0.124230
2.694594,-0.124230
2.794594,-0.124230
2.894594,-0.124230
2.994594,-0.124230
3.094594,-0.124230
3.174155,-0.063650
3.208482,0.030274
3.194111,0.129236
3.138692,0.212475
3.067981,0.283186
2.997271,0.353897
2.926560,0.424607
2.855849,0.495318
2.785139,0.566029
2.714428,0.636739
2.643717,0.707450
2.573007,0.778161
2.502296,0.848871
2.431585,0.919582
2.360875,0.990293
2.290164,1.061003
2.219453,1.131714
2.148743,1.202425
2.078032,1.273135
2.007321,1.343846
1.936611,1.414557
1.865900,1.485267
1.795189,1.555978
1.724478,1.626689
1.653768,1.697399
1.583057,1.768110
1.512346,1.838821
1.441636,1.909531
1.370925,1.980242
1.300214,2.050953
1.229504,2.121663
1.158793,2.192374
1.081672,2.256033
0.986402,2.286423
0.886515,2.281681
0.793760,2.244311
0.717346,2.179805
0.663673,2.095430
0.636376,1.999228
0.636376,1.899228
0.636376,1.799228
0.636376,1.699228
0.636376,1.599228
0.636376,1.499228
0.636376,1.399228
0.636376,1.299228
0.636376,1.199228
0.636376,1.099228
0.636376,0.999228
0.636376,0.899228
0.636376,0.799228
0.636376,0.699228
0.636376,0.599228
0.636376,0.499228
0.636376,0.399228
0.636376,0.299228
0.636376,0.199228
0.636376,0.099228
0.636376,-0.000772
0.636588,-0.100772
0.663309,-0.197136
0.713837,-0.283432
0.784207,-0.354481
0.869625,-0.406479
0.964847,-0.437021
1.064525,-0.445039
1.164525,-0.445039
1.264525,-0.445039
1.364525,-0.445039
1.464525,-0.445039
1.564525,-0.445039
1.664525,-0.445039
1.764525,-0.445039
1.864525,-0.445039
1.964525,-0.445039
2.064525,-0.445039
2.164525,-0.445039
2.264525,-0.445039
2.364525,-0.445039
2.464525,-0.445039
2.564525,-0.445039
2.664525,-0.445039
2.764525,-0.445039
2.864525,-0.445039
2.964525,-0.445039
3.064525,-0.445039
3.163490,-0.430690
3.256981,-0.395201
3.340816,-0.340687
3.411513,-0.269963
3.466365,-0.186350
3.503471,-0.093489
3.521728,0.004831
3.520802,0.104826
3.501070,0.202860
3.463543,0.295552
3.409782,0.379871
3.341798,0.453207
3.396361,0.537010
3.450925,0.620812
3.505488,0.704615
3.560051,0.788417
3.614615,0.872220
3.669178,0.956022
3.723741,1.039825
3.778304,1.123627
3.849015,1.052916
3.919726,0.982206
3.990436,0.911495
4.089858,0.900752
4.163988,0.967869
4.234699,1.038579
4.305410,1.109290
4.376120,1.180001
4.446831,1.250711
4.517542,1.321422
4.588252,1.392133
4.658963,1.462843
4.729674,1.533554
4.800384,1.604265
4.871095,1.674975
4.941806,1.745686
5.012516,1.816397
5.083227,1.887107
5.153938,1.957818
5.180366,2.054263
5.151556,2.150023
5.081206,2.221092
4.987337,2.255570
4.892469,2.287192
4.797601,2.318815
4.702732,2.350438
4.607864,2.382061
4.512996,2.413684
4.418127,2.445306
4.323259,2.476929
4.228391,2.508552
4.133522,2.540175
4.038654,2.571797
3.943786,2.603420
3.848917,2.635043
3.754049,2.666666
3.659181,2.698288
3.564312,2.729911
3.469444,2.761534
3.374576,2.793157
3.279707,2.824780
3.184839,2.856402
3.089971,2.888025
2.995102,2.919648
2.900234,2.951271
2.805366,2.982893
2.710497,3.014516
2.615629,3.046139
2.520761,3.077762
2.425892,3.109385
2.331024,3.141007
2.236156,3.172630
2.141287,3.204253
2.046419,3.235876
1.948301,3.255185
1.850292,3.235329
1.765918,3.181653
1.704611,3.102651
1.671785,3.008192
1.669290,2.908223
1.696031,2.811865
1.748659,2.726834
1.819370,2.656123
1.890080,2.585412
1.960791,2.514702
2.031502,2.443991
2.102212,2.373280
2.172923,2.302570
2.243634,2.231859
2.314344,2.161148
2.385055,2.090438
2.455766,2.019727
2.526476,1.949016
2.597187,1.878306
2.667898,1.807595
2.738609,1.736884
2.809319,1.666174
2.880030,1.595463
2.950741,1.524752
3.021451,1.454042
3.092162,1.383331
3.162873,1.312620
3.233583,1.241910
3.304294,1.171199
3.375005,1.100488
3.445715,1.029777
3.516426,0.959067
3.587137,0.888356
3.657847,0.817645
3.728558,0.746935
3.799269,0.676224
3.884260,0.623532
3.979845,0.594146
4.079722,0.589186
4.177890,0.608236
4.268943,0.649581
4.348272,0.710465
4.418983,0.781176
4.489694,0.851887
4.560404,0.922597
4.631115,0.993308
4.701826,1.064019
4.772536,1.134729
4.843247,1.205440
4.913958,1.276151
4.984668,1.346861
5.055379,1.417572
5.126090,1.488283
5.196800,1.558993
5.267511,1.629704
5.338222,1.700415
5.404527,1.775272
5.453090,1.862688
5.482093,1.958390
5.490692,2.058020
5.478950,2.157328
5.447742,2.252333
5.398645,2.339451
5.333814,2.415588
5.255850,2.478211
5.167676,2.525386
5.134365,2.619674
5.101054,2.713963
5.067743,2.808252
5.034431,2.902540
5.001120,2.996829
